VS662	0.00175211
MY	0.00175135
VS742.1	0.00174762
HE	0.00174753
VS471	0.00174396
VS175.1	0.00174253
VS466.1	0.0017425
VS172	0.00174145
NL	0.00174097
VS736.1	0.00173949
SQ	0.00173938
KH	0.0017374
VS637.1	0.0017336
EP	0.00172998
IS	0.00172595
VS624	0.001724
HY.1	0.00172355
VS533	0.00171794
KM	0.0017157
QQ	0.00171531
KG	0.00170341
VS343.1	0.00170005
KA	0.00169674
VS514.1	0.00169637
VS763	0.00169426
VS671.1	0.00169337
VS165	0.0016895
VS355	0.0016885
VS157.1	0.00168677
TD	0.00168164
VS464	0.00168142
VS215	0.00167787
CW	0.00167229
PC	0.00166879
VS373	0.00166726
VS173	0.00166369
VS725.1	0.00166104
VS163.1	0.00165806
VS635	0.00165763
AC	0.00165334
VS446	0.00165307
VS722.1	0.00165172
VS133	0.00164846
TA	0.00164415
VS423	0.00164027
VS267	0.0016339
FT	0.00163031
MM.1	0.0016241
HP	0.00162346
YS	0.00162214
VS642	0.00161808
YV	0.00161606
VS626	0.00161092
SW.1	0.00160963
MH.1	0.00160709
VP	0.00160592
VS436	0.00160479
DW.1	0.00160265
VS314	0.00160264
VS711	0.00160133
VY	0.00160116
VS735	0.00160109
GL	0.00159979
VS734	0.0015971
VS514	0.00159168
VS175	0.00159152
VS465	0.00159012
EH	0.00158753
VS257	0.00158571
KY	0.00158527
VS114	0.00158476
QI	0.00158461
VS755	0.00157926
VS344	0.00157775
VS452.1	0.00157537
VS151	0.00157462
VS357.1	0.00157166
NW.1	0.00157098
FM	0.00156945
VS774	0.00156668
VS127.1	0.00156611
WA	0.00156312
ST	0.00155712
VS617.1	0.00155638
VS556.1	0.00155473
VS765.1	0.00154966
AH	0.00154893
PS	0.00154586
VS762.1	0.00154421
MW	0.00154392
VS342	0.00154377
VS265	0.00154111
VS733	0.00154072
WS	0.00154005
VS566	0.00153982
YN	0.00153795
VS227	0.001536
NS	0.00153337
NY	0.00153237
NF	0.00153132
VS672.1	0.00153043
VS761.1	0.00152972
VS263	0.00152715
FH	0.001527
VS552	0.00152691
VS721	0.00152541
PQ	0.00152261
VS745.1	0.00152207
DP	0.00152156
VS756.1	0.00152116
CE	0.00151643
MC.1	0.00151356
VS744.1	0.0015123
VS156	0.00151155
LM	0.00151015
VS474	0.00150617
EM	0.00150339
VS276.1	0.00150046
TE	0.00149557
VS635.1	0.00149103
VS176	0.00149059
VS656.1	0.0014879
SH	0.00148524
VS772.1	0.0014806
VS525	0.00148029
VS726.1	0.00147961
WD.1	0.00147512
KV	0.00147244
VS746.1	0.00146943
EC	0.00146934
VS427.1	0.00146758
VS714	0.00146755
VS126	0.00146726
IA	0.00146025
VS415	0.00145905
VS447.1	0.00145846
VS644	0.00145504
IV	0.00145473
QK	0.00145229
EW	0.00144755
VS257.1	0.00144739
VS762	0.00144713
FE	0.00144164
VS724	0.00144116
VS652	0.00143771
VS572	0.00143294
RF	0.00143078
VS117	0.00142979
WC.1	0.00142923
VS471.1	0.00142491
VS164	0.00142477
VS731.1	0.0014193
RM	0.00141873
HC	0.00141744
VS273.1	0.00141684
VE	0.00141536
VS414	0.00141373
VS563	0.0014132
NA.	0.0014131
GE	0.00141157
HW.1	0.00140678
VS615	0.00139274
VS571.1	0.00138983
VS325	0.00138584
ER	0.00138584
LK	0.00138476
GP	0.00138145
VS745	0.00137968
VS735.1	0.00137593
VS457	0.00137477
MF	0.00137159
VS456	0.00136972
VS167.1	0.00136829
MV	0.00136777
VS537.1	0.00136118
EE	0.00135959
VS361	0.00135289
VS417	0.00135251
VS337	0.00135166
VS763.1	0.00135018
GD	0.00134797
RS	0.00134696
CW.1	0.00134559
PD	0.00134549
VS577	0.00132629
VS772	0.00132517
DW	0.00131891
VS176.1	0.0013168
VS575.1	0.00131632
LY	0.0013122
WH.1	0.00131044
VS556	0.00130895
TR	0.00130333
NT	0.00130215
VS341	0.0013014
KC	0.00129464
DY	0.00129069
RG	0.00129046
VS561	0.00129017
SY	0.00127644
QF	0.00127358
VS366	0.00126624
VS166	0.00126192
PP	0.00126072
VS457.1	0.00126028
WH	0.0012598
KK	0.00125806
VS134	0.00125417
YP	0.0012467
VS551	0.00124582
PV	0.00123876
VS761	0.00123806
IP	0.00123652
ES	0.00123639
RY	0.00123533
NW	0.00123279
HY	0.00122777
VS155	0.00122561
MD	0.00122255
WM.1	0.00122127
VS437.1	0.00122057
CI	0.00121923
RT	0.00121552
DT	0.00120731
QM	0.00120388
VS554	0.00119268
CR	0.00119005
VS454	0.00118689
RD	0.00118684
VS277.1	0.00118579
VS716	0.00118312
MW.1	0.0011826
DQ	0.00118091
VS716.1	0.00117413
VS655	0.00116912
VS536	0.00116111
HG	0.00115136
VS564	0.0011458
VS177.1	0.00114502
VS676.1	0.00114496
PH	0.00113344
VS146	0.0011293
VS567.1	0.00112544
VS627.1	0.00112211
TW	0.00111933
VS754.1	0.00111475
VS431	0.00111085
VS764	0.00110239
VS343	0.00110067
VS665	0.00109796
VS752	0.00109439
VS757.1	0.00108418
VS774.1	0.00108345
VS275	0.0010796
VS747.1	0.00106741
MT	0.0010585
VS647.1	0.00104575
VS771.1	0.00103625
HL	0.0010338
VS364	0.00103101
VS333	0.00102619
VS555	0.00102203
VS267.1	0.00100893
VS667.1	0.00100016
VS553	0.000999359
WI	0.000993909
VS467	0.000985891
HI	0.000980429
VS734.1	0.000976247
VS476.1	0.000965936
VS633	0.000963998
VS377.1	0.000962372
VS674.1	0.000959492
VS147	0.000954083
VS627	0.000953457
VS427	0.000950756
VS376	0.000947046
VS526	0.000938941
EF	0.000934656
VS656	0.000932072
VS477.1	0.00092802
VS276	0.000920301
VS737.1	0.000912408
VS277	0.000911852
VS317	0.000910044
WY.1	0.000905017
VS527	0.000903413
VS672	0.000903161
VS455	0.00087521
VS375	0.000859935
VS773.1	0.000849101
VS171	0.000820814
VS736	0.000783928
VS717.1	0.000778111
IY	0.000772731
VS145	0.000754185
VS646	0.000747593
WM	0.000738194
VS571	0.000736707
VS673	0.000735364
VS777	0.000733791
VS247	0.000726761
VS425	0.000711293
VS775.1	0.00068566
VS516	0.000680386
VS753	0.000673233
HR	0.00067298
VS746	0.000655932
VS776.1	0.000646539
VS773	0.000615638
VS577.1	0.000578476
HW	0.0005767
GW	0.000559188
VS677.1	0.000542394
VS574	0.000524043
WG	0.000523365
VS565	0.000504997
WV	0.000494915
VS767.1	0.000488817
VS765	0.000485155
VS775	0.000464443
VS177	0.000452647
YW	0.000451006
VS777.1	0.000345366
VS567	0.000331514
VS754	0.000328239
VS475	0.000278768
VS756	0.000268595
VS757	0.000266227
VS717	0.000263111
VS727	0.000227372
VS776	0.000136976
VS477	0.00012592
VS647	6.84994e-05
VS751	5.82759e-20
VS771	5.14996e-20
VS675	6.43745e-21
VS747	2.92226e-21
VS677	2.4564e-21
VS767	2.03288e-21
VS667	1.73642e-21
